id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,coordinates
22005144,stanza con divano letto matrimoniale Francese,Porto - Saragozza,Private room,25,1,399,25/08/2020,9.08,308,"44.49098,11.33615"
22010810,CENTRO DI BOLOGNA CASA VACANZE,Santo Stefano,Entire home/apt,80,1,50,16/09/2019,1.16,30,"44.50002,11.35135"
22015080,❋Welcome to LaCasita➺in Bologna historical centre❋,Santo Stefano,Entire home/apt,65,2,80,03/01/2020,1.86,0,"44.49487,11.35087"
22072713,Vicolo Ghirlanda flat  city center (1),Porto - Saragozza,Entire home/apt,55,2,88,10/11/2019,2.08,129,"44.49561,11.34091"
22122823,Accogliente monolocale di Antonio,San Donato - San Vitale,Entire home/apt,54,2,42,28/02/2020,1,162,"44.49005,11.37441"
22160205,Casa Molina 2,San Donato - San Vitale,Entire home/apt,52,2,38,16/02/2020,0.89,158,"44.4887,11.37369"
22260195,Zamboni 5,Santo Stefano,Entire home/apt,80,2,36,15/09/2019,0.88,220,"44.49488,11.34717"
22271721,Art Nest | Nido d'arte | City Center,Santo Stefano,Entire home/apt,54,2,45,08/07/2021,1.05,325,"44.49348,11.35187"
22352694,Over the Rainbow! Piazza Santo Stefano Apartment!,Santo Stefano,Entire home/apt,63,2,58,15/01/2021,1.4,139,"44.4873,11.35293"
22374747,Mansarda La bolognesa fra centro storico e colline,Porto - Saragozza,Entire home/apt,48,1,45,20/01/2020,1.06,97,"44.4901,11.31104"
22461202,TINY HOUSE ingresso indipendente e parcheggio.,Navile,Entire home/apt,33,1,190,07/11/2019,4.57,33,"44.51341,11.34452"
22461695,IN CENTRO CITTÀ STANZA CON BAGNO PRIVATO IN CAMERA,San Donato - San Vitale,Private room,250,1,14,15/03/2018,0.33,365,"44.50026,11.35855"
22666423,Appartamento accogliente silenzioso in palazzo storico vicino alle Sette Chiese,Santo Stefano,Entire home/apt,90,1,128,11/12/2019,3.06,116,"44.48964,11.35041"
22669241,Appartamento San Luca vicino al centro e stazione,Navile,Entire home/apt,65,1,11,31/07/2019,0.26,0,"44.50884,11.34699"
22710717,CA’ LO SGALLO apartm. close to old city/fair dept.,Navile,Entire home/apt,85,2,18,10/04/2019,0.43,284,"44.51572,11.34242"
22724637,"Borgo Masini Suite, Private Terrace and Garage",Santo Stefano,Entire home/apt,69,2,111,27/10/2019,2.65,0,"44.50202,11.3505"
22754867,Appartamento a pochi minuti dal centro,San Donato - San Vitale,Entire home/apt,229,3,2,19/02/2018,0.05,89,"44.51196,11.38611"
22783433,Appartamento Due Torri vicino al centro e stazione,Navile,Entire home/apt,65,1,6,20/01/2019,0.15,0,"44.50745,11.34447"
22811622,Orfeo18,Santo Stefano,Entire home/apt,69,2,60,03/06/2019,1.5,203,"44.48692,11.34942"
22898253,SAN FELICE 135 (CAMERA 2),Porto - Saragozza,Private room,63,1,9,12/11/2018,0.24,120,"44.49837,11.32981"
22898254,SAN FELICE 135,Porto - Saragozza,Private room,63,1,1,19/03/2018,0.02,128,"44.49846,11.32988"
22935006,"Blue Sky/vicino Fiera, stazione e centro.",Navile,Entire home/apt,64,1,41,02/11/2019,1.01,0,"44.5141,11.34609"
23010869,Policlinico S.ORSOLA residenza LA TERRAZZA,San Donato - San Vitale,Entire home/apt,90,2,10,30/12/2018,0.26,170,"44.50344,11.364"
23029112,Intimo e piacevole loft nel cuore pulsante del centro storico,Santo Stefano,Entire home/apt,81,3,157,19/09/2020,3.84,332,"44.49803,11.34855"
23034647,"Downtown, very quiet 2 bedrooms for 5",Porto - Saragozza,Entire home/apt,62,2,72,07/07/2021,1.72,101,"44.49467,11.32981"
23037006,Appartamento fiera district,San Donato - San Vitale,Entire home/apt,600,3,2,19/03/2018,0.06,13,"44.50328,11.36459"
23050113,Nuovo e moderno open space a Bologna !,Santo Stefano,Entire home/apt,63,3,11,25/10/2020,0.26,150,"44.47299,11.36213"
23114926,CASA PEDECOLLINARE IN ZONA SILENZIOSA E COMODA,Savena,Entire home/apt,30,1,50,19/10/2020,1.21,340,"44.45817,11.36802"
23118943,PORTOBELLO Int.3  STRATEGIC LOCATION WITH PATIO.,Porto - Saragozza,Entire home/apt,130,3,17,17/11/2019,0.45,0,"44.50118,11.33876"
23210253,Intrigante appartamento ricco di storia di fronte a Piazza Maggiore,Santo Stefano,Entire home/apt,96,3,48,17/01/2020,1.21,33,"44.49486,11.34367"
23224951,FCapartment,Porto - Saragozza,Entire home/apt,69,2,137,04/07/2021,4.37,314,"44.49074,11.32183"
23234750,Santo Stefano home,Santo Stefano,Entire home/apt,78,3,0,,,68,"44.48683,11.35589"
23300078,La casa di Seta,Savena,Private room,55,1,1,27/06/2021,1,173,"44.47036,11.38976"
23333204,Couple's Getaway | King Size Bed + Private Parking,Santo Stefano,Private room,180,15,78,22/09/2019,1.93,78,"44.48615,11.33244"
23337806,Loft Little Lion 2,Savena,Entire home/apt,50,1,37,01/09/2019,0.92,310,"44.48312,11.38166"
23356122,BedinBolognaCentro 3,Santo Stefano,Hotel room,68,1,0,,,364,"44.48938,11.34428"
23389161,Gorgeous house with outdoor space!,San Donato - San Vitale,Private room,55,1,5,04/04/2019,0.18,88,"44.49281,11.36665"
23432370,Felix One studio apartment 10 minuti dalla fiera,Porto - Saragozza,Entire home/apt,37,4,97,26/01/2020,2.39,0,"44.5013,11.32755"
23448688,R&B VIA BAROZZI 6,Santo Stefano,Entire home/apt,100,1,2,20/05/2018,0.05,314,"44.50435,11.34937"
23467993,Z8 Fuoco - New studio between fair and old town,Santo Stefano,Entire home/apt,60,1,57,21/11/2019,1.39,195,"44.50221,11.35161"
23467997,Z8 Aria - Sweet apartment near fair and old town,Santo Stefano,Entire home/apt,64,1,43,05/04/2021,1.07,201,"44.50221,11.35161"
23478780,"There Was ***** Room, Service, Best location",Santo Stefano,Private room,45,1,86,26/01/2020,2.11,0,"44.50453,11.34734"
23515717,Beautiful view on Asinelli and Garisenda towers,Santo Stefano,Entire home/apt,360,1,6,18/09/2019,0.25,40,"44.49457,11.34591"
23542819,Appartamento industrial-vintage con corte privata,Santo Stefano,Entire home/apt,72,2,105,29/10/2019,2.58,48,"44.49823,11.34511"
23631438,"Apartment ""Love Bologna"" (bis)",Santo Stefano,Entire home/apt,70,1,0,,,69,"44.48308,11.36775"
23635809,New Apt in City Heart,Porto - Saragozza,Entire home/apt,110,2,116,28/06/2020,2.96,113,"44.49152,11.33956"
23636055,Your home away from home,San Donato - San Vitale,Entire home/apt,93,2,80,17/12/2019,2.05,148,"44.4965,11.36222"
23661222,Casa Fred,Porto - Saragozza,Entire home/apt,60,2,14,14/07/2018,0.36,178,"44.50412,11.31324"
23725078,BOLOGNA STUDIO - APOSA,Porto - Saragozza,Entire home/apt,90,2,4,03/07/2018,0.1,0,"44.49789,11.33805"
23725169,PORTOBELLO Int.4  STRATEGIC LOCATION WITH PATIO.,Porto - Saragozza,Entire home/apt,90,2,7,08/03/2020,0.25,43,"44.50139,11.33876"
23776323,B & B Sleeping,Porto - Saragozza,Private room,68,1,1,08/04/2019,0.04,109,"44.50292,11.34016"
23776432,B&B sleeping,Porto - Saragozza,Private room,72,1,6,14/06/2019,0.15,129,"44.50295,11.34088"
23776588,B & B Sleeping,Porto - Saragozza,Hotel room,59,1,52,16/06/2019,1.33,342,"44.50335,11.34131"
23786195,Flat / Monolocale Comfort Bologna Centro,Porto - Saragozza,Entire home/apt,100,1,4,27/09/2019,0.19,179,"44.49647,11.33729"
23802277,"UGO BASSI APARTMENTS - Appartamento ""I Portici""",Porto - Saragozza,Entire home/apt,74,1,3,15/01/2019,0.09,292,"44.49566,11.33852"
23803504,ANDREA LUXURY APARTMENTS Strada Maggiore Studio 1,Santo Stefano,Entire home/apt,74,1,6,21/04/2018,0.15,60,"44.49168,11.35392"
23856810,COSY-IN-BO,Porto - Saragozza,Entire home/apt,90,1,4,28/03/2018,0.1,87,"44.49686,11.33436"
23892798,GetTheKey Eco Tower,Navile,Entire home/apt,158,3,8,06/01/2020,0.26,222,"44.51075,11.32981"
23916739,Clelia F. Vespucci,Navile,Entire home/apt,46,2,21,09/06/2019,0.53,0,"44.51674,11.3257"
23971261,San Felice Appartamento in centro  con terrazza,Porto - Saragozza,Entire home/apt,53,2,109,15/01/2020,2.78,100,"44.49754,11.33233"
23984516,"Double br Flamingos: Bologna City, Station & Fair",Navile,Private room,25,5,109,06/08/2020,2.73,151,"44.51534,11.35099"
23988770,"Juliet apartment, big terrace near center Bologna",Porto - Saragozza,Entire home/apt,100,2,60,28/12/2019,1.51,161,"44.49423,11.3159"
24032924,Private Room,San Donato - San Vitale,Private room,22,1,4,11/06/2021,1.62,333,"44.4935,11.39731"
24040152,a 10 MINUTI dal CENTRO con PARCHEGGIO!,San Donato - San Vitale,Entire home/apt,146,1,19,08/08/2020,0.48,148,"44.5059,11.37413"
24076530,Appartamento Residence Castiglione WF AC,Santo Stefano,Entire home/apt,400,3,105,26/10/2019,2.64,0,"44.48661,11.34896"
24077436,Da Pietro - Delizioso loft Cirenaica,San Donato - San Vitale,Entire home/apt,54,2,36,17/02/2020,0.92,0,"44.49745,11.36261"
24079507,Bologna Centro Stylish Apartment,Porto - Saragozza,Entire home/apt,96,1,133,23/02/2020,3.34,0,"44.49276,11.34138"
24140296,RIFUGIO ADELAIDE BILOCALE  VICINO FIERA E CENTRO,San Donato - San Vitale,Entire home/apt,50,2,10,04/04/2019,0.27,302,"44.50272,11.36989"
24174501,"Luminoso bilocale 55mq Bologna, 82209 - 09e3645f",Santo Stefano,Entire home/apt,26,1,2,05/03/2019,0.06,0,"44.48465,11.33937"
24188353,Into The Green (easy access to Fair/FICO),San Donato - San Vitale,Entire home/apt,35,2,16,28/05/2019,0.41,70,"44.50431,11.37525"
24216345,Stanza per due persone Bologna,Porto - Saragozza,Private room,40,1,5,18/11/2018,0.13,86,"44.48835,11.32156"
24245107,Ginkgo's - peacefull apartment in city center,Santo Stefano,Entire home/apt,78,2,84,01/01/2020,2.19,124,"44.49743,11.34799"
24255559,"Renovated, Scandinavian-Mediterranean apt",Porto - Saragozza,Entire home/apt,57,2,19,26/05/2019,0.49,88,"44.4912,11.3154"
24264292,Bright room close to the Bologna's Fair,Navile,Private room,29,4,21,27/04/2019,0.64,324,"44.51111,11.34344"
24373487,ATTICO IN CENTRO A BOLOGNA,Porto - Saragozza,Entire home/apt,220,4,2,28/09/2018,0.06,250,"44.50069,11.33377"
24401357,"B&Bo. Old Town. Private bathroom, private entrance",Santo Stefano,Private room,36,2,126,10/10/2019,3.2,41,"44.49871,11.34409"
24563150,Tuate Rooftop,Porto - Saragozza,Entire home/apt,150,1,0,,,99,"44.49822,11.34082"
24585010,"Bilocale arredato con gusto con tutte le comodità .
Netflix ed internet inclusi 
Vicinanza a piedi al parco con laghetto  e 10 minuti dalla stazione. Ottima gelateria sotto casa da provare",Navile,Private room,25,2,10,26/09/2019,0.29,0,"44.54741,11.35583"
24613623,Ampia stanza singola a pochi passi dal centro!!!,Porto - Saragozza,Private room,35,1,80,20/08/2019,2.05,331,"44.50095,11.326"
24664056,"Chez ""DORIANA""",Porto - Saragozza,Entire home/apt,50,2,4,06/03/2019,0.11,192,"44.4903,11.31567"
24668087,Casa San Martino,Santo Stefano,Entire home/apt,95,2,52,23/01/2020,1.42,0,"44.49578,11.3458"
24776803,Monolocale ai giardini,Navile,Entire home/apt,40,1,4,13/01/2019,0.11,68,"44.5393,11.35281"
24797728,Camera Rossa - La Casa nel Verde 2,Navile,Private room,37,1,0,,,131,"44.54176,11.35514"
24843263,A quattro passi dalla stazione,Santo Stefano,Private room,50,1,0,,,179,"44.50348,11.34839"
24871341,BBB,Porto - Saragozza,Entire home/apt,75,1,17,03/04/2019,0.5,128,"44.49381,11.33841"
24888261,Stanza luminosa,Borgo Panigale - Reno,Private room,30,2,59,17/10/2019,1.54,253,"44.49295,11.29132"
24910837,The stone of Bologna,Navile,Entire home/apt,80,2,2,04/04/2019,0.06,362,"44.52028,11.35139"
24943072,appartamento sulla piazza,Santo Stefano,Entire home/apt,60,1,52,05/08/2018,1.36,9,"44.50075,11.34484"
24953049,Camera privata N 1 - FATU HIVA,Savena,Private room,50,1,10,04/02/2020,0.35,179,"44.46144,11.36749"
24986575,Camera Azzurra - La Casa nel Verde 2,Navile,Private room,37,1,4,28/07/2019,0.11,138,"44.54067,11.35558"
25003596,The house of the medlar,San Donato - San Vitale,Entire home/apt,67,2,100,21/10/2019,2.69,0,"44.49458,11.36372"
25079048,Spacious room with private bathroom,Porto - Saragozza,Private room,30,1,24,06/07/2019,0.83,252,"44.50301,11.33032"
25158920,Comfort House Saliceto,Navile,Entire home/apt,391,3,3,05/04/2019,0.09,269,"44.51208,11.34849"
25177272,duplex ideal for groups,Navile,Entire home/apt,81,1,7,18/12/2019,0.3,156,"44.51704,11.34598"
25208960,La Salvia,Porto - Saragozza,Entire home/apt,69,2,8,27/11/2019,0.37,0,"44.48883,11.33772"
25328886,Mitelli Fair Home,Navile,Private room,35,2,3,04/07/2018,0.09,363,"44.5138,11.34808"
25335458,Al Terrazzino Apartments,Borgo Panigale - Reno,Entire home/apt,140,7,0,,,88,"44.50685,11.30461"
25435384,Attico S.Felice-Maggiore. Bus diretto per FIERA,Porto - Saragozza,Entire home/apt,30,3,14,15/08/2018,0.37,0,"44.50056,11.32092"
25441068,Galleria Due Agosto Apartments - BLUE,Porto - Saragozza,Entire home/apt,96,2,3,01/10/2019,0.11,65,"44.50385,11.34508"
25494943,Home 32 Apartaments - BOLOGNA CENTRAL POSITION,Porto - Saragozza,Entire home/apt,59,1,45,25/06/2019,1.27,229,"44.49803,11.33631"
25620218,"Casa azzurra (con box auto, NO ZTL)",Porto - Saragozza,Entire home/apt,63,1,129,24/11/2019,3.51,0,"44.50138,11.33614"
25620763,Casa Marsili,Santo Stefano,Entire home/apt,65,1,2,25/10/2020,0.08,150,"44.49423,11.35179"
25757683,"Palazzo Certani, brand new apartment",Santo Stefano,Entire home/apt,101,3,63,09/08/2019,1.73,76,"44.49004,11.34776"
25803798,LU House -Luminoso bilocale con parcheggio privato,Borgo Panigale - Reno,Entire home/apt,49,1,51,19/07/2019,1.38,0,"44.51075,11.29672"
25898869,Happy House BAX (tra il Verde e il Relax),Navile,Private room,90,1,7,27/09/2018,0.19,0,"44.5474,11.36228"
25940188,"BORGO SARTONI case vacanza, appartamento al colle.",Navile,Entire home/apt,84,1,54,28/05/2021,1.57,118,"44.54849,11.35422"
25967927,Gorgeous apartment on 3 levels with terrace 2616,Santo Stefano,Entire home/apt,37,1,0,,,1,"44.49816,11.3479"
26024898,Tres Jolie Santo Stefano,Santo Stefano,Entire home/apt,71,1,1,01/12/2018,0.03,46,"44.48819,11.35211"
26122568,Stanza singola per sole Donne in appartamento,Santo Stefano,Private room,22,60,0,,,362,"44.48182,11.37235"
26164531,Cute double near the Gardens in the city center,Santo Stefano,Private room,30,1,230,24/06/2020,6.27,0,"44.4867,11.35008"
26207935,Luxury apartment in the heart of the old town,Porto - Saragozza,Entire home/apt,120,3,3,27/05/2019,0.09,192,"44.49899,11.34179"
26351834,Casa San Vitale,Santo Stefano,Entire home/apt,101,2,57,26/10/2019,1.56,0,"44.49519,11.35673"
26392756,Bologna 2 Torri Tactical Studio,Santo Stefano,Entire home/apt,36,4,121,20/01/2020,3.35,11,"44.49239,11.35145"
26484576,Fresh Room~S. Luca Area,Porto - Saragozza,Private room,42,1,63,09/09/2018,1.76,236,"44.49666,11.31545"
26517523,Amazing flat under the  Asinelli Towers.,Santo Stefano,Entire home/apt,89,3,0,,,345,"44.49393,11.34809"
26543414,"Lovely room in the hills, close to the centre",Santo Stefano,Private room,45,2,1,27/09/2018,0.03,0,"44.48496,11.33557"
26547178,"CASE BIANCHE, Design apartment heart of the city",Porto - Saragozza,Entire home/apt,112,7,0,,,135,"44.4974,11.3367"
26648449,"Casa S.Orsola, comoda a fiera e centro",San Donato - San Vitale,Entire home/apt,63,6,6,05/09/2020,0.17,0,"44.49767,11.36442"
26728571,Residence CASA TEMPORANEA (Bologna) - Tipo A,San Donato - San Vitale,Entire home/apt,68,2,4,29/10/2018,0.12,351,"44.50774,11.36109"
26733917,Apartment in the center of Bologna,Porto - Saragozza,Entire home/apt,48,1,45,07/06/2019,1.27,0,"44.49554,11.33117"
26769157,Elegant apartment in a historic building,Santo Stefano,Entire home/apt,83,2,63,07/12/2019,1.82,331,"44.4957,11.34382"
26833897,"Grumann B&B
Monolocale completo di cucina e bagno",Navile,Entire home/apt,56,1,184,01/03/2020,5.06,74,"44.51059,11.34706"
27016800,Olympia,Santo Stefano,Entire home/apt,100,3,16,28/09/2019,0.54,0,"44.49012,11.34604"
27051789,Moline Apartment: Bright and spacious,Santo Stefano,Entire home/apt,105,3,53,30/10/2019,1.47,0,"44.49937,11.34648"
27067775,Open House,Santo Stefano,Private room,35,6,48,10/11/2018,1.37,1,"44.50154,11.35057"
27222134,Casa Panigale Apartment x4!,Borgo Panigale - Reno,Entire home/apt,63,2,4,02/04/2019,0.12,150,"44.52146,11.29377"
27225187,Residence Central Bo Studio apartment,Porto - Saragozza,Entire home/apt,866,1,70,20/07/2019,1.98,0,"44.50482,11.33853"
27225990,Residence Central Bo one bedroom apartment,Porto - Saragozza,Entire home/apt,866,1,24,31/12/2019,0.72,0,"44.50482,11.33853"
27319778,"Ca’ di Ari a Bologna, zona fiera vicino al centro",Navile,Entire home/apt,81,2,31,12/10/2019,0.92,243,"44.51176,11.35553"
27320884,Attico a Bologna/ Penthouse in Bologna,Santo Stefano,Entire home/apt,300,4,4,25/09/2019,0.12,363,"44.48719,11.34254"
27326910,Pepoli House - Lovely apartment with terrace,Porto - Saragozza,Entire home/apt,89,2,21,30/09/2019,0.64,0,"44.4922,11.32801"
27349546,Cozy Oberdan || The Place Bo Apartments,Santo Stefano,Entire home/apt,55,2,23,26/09/2018,0.65,0,"44.49359,11.346"
27360601,Appartamento Balanzone,Santo Stefano,Entire home/apt,69,1,40,08/06/2021,1.15,229,"44.48566,11.34968"
27417349,Ampia camera a Bologna,Santo Stefano,Private room,25,1,54,22/09/2019,1.57,333,"44.47666,11.36829"
27418859,Lovely apartment to 7 minutes to Bologna,Borgo Panigale - Reno,Entire home/apt,48,1,23,30/06/2021,0.71,356,"44.51588,11.28242"
27454168,Appartamento intero stazione-centro-Fiere,Porto - Saragozza,Entire home/apt,160,1,1,18/03/2019,0.04,365,"44.50624,11.33969"
27524913,Appartamento 051 Styling,Santo Stefano,Entire home/apt,55,2,125,30/10/2020,3.56,125,"44.50093,11.34903"
27601995,Luminosa mansarda con splendido terrazzino e vista sulle Torri,Santo Stefano,Entire home/apt,113,2,104,19/11/2019,2.95,180,"44.4957,11.34454"
27677550,Luminosa mansarda in palazzo rinascimentale con affaccio su Piazza Maggiore,Santo Stefano,Entire home/apt,400,2,84,18/01/2020,2.41,0,"44.49525,11.34417"
27711859,"Lo studio sui tetti.
Appartamento ristrutturato con vista sui tetti e due Torri",Santo Stefano,Entire home/apt,120,1,62,12/01/2020,1.79,20,"44.49642,11.35179"
27736665,Stanza MOTO MORINI,Porto - Saragozza,Private room,70,1,0,,,364,"44.50255,11.30858"
27777784,Da Matilde,Santo Stefano,Entire home/apt,99,2,84,31/01/2020,2.5,210,"44.50035,11.3478"
27869400,La tranquillità vicino al centro,Porto - Saragozza,Entire home/apt,70,2,1,14/10/2019,0.05,179,"44.49562,11.32061"
27900654,MONOLOCALE-Aereoporto./Ospedale maggiore/Centro,Borgo Panigale - Reno,Entire home/apt,60,3,1,27/09/2018,0.03,364,"44.5191,11.29294"
27920225,Studio with balcony,Porto - Saragozza,Entire home/apt,40,1,9,12/10/2019,0.26,0,"44.49641,11.3287"
27948632,Monolocale aereoporto/Ospedale maggiore_Centro,Borgo Panigale - Reno,Entire home/apt,60,1,0,,,363,"44.51663,11.29285"
27960134,Luxe & Design - il Caminetto in via D’Azeglio,Porto - Saragozza,Entire home/apt,75,2,71,03/02/2020,2.05,308,"44.48815,11.33953"
28040098,Maison Lalla,Porto - Saragozza,Entire home/apt,210,2,63,28/06/2021,1.91,250,"44.494,11.33271"
28120701,MONOLOCALE BIGARI,Navile,Entire home/apt,100,1,0,,,342,"44.50777,11.35003"
28142033,Mela Home,Porto - Saragozza,Entire home/apt,90,2,10,23/09/2019,0.29,0,"44.50014,11.34365"
28145480,Un Sorriso da Bologna,Savena,Private room,40,1,3,07/10/2018,0.09,10,"44.47378,11.3839"
28154048,Un fienile ristrutturato a due passi da Bologna,Navile,Private room,490,1,0,,,364,"44.528,11.38006"
28170120,Four Rooms - camera matrimoniale con balcone,San Donato - San Vitale,Private room,64,1,1,17/02/2019,0.03,0,"44.50494,11.36486"
28170657,Four Rooms - camera doppia,San Donato - San Vitale,Private room,59,1,5,09/11/2019,0.17,0,"44.50342,11.36621"
28193014,Casa Rosa Virginia,Porto - Saragozza,Private room,35,2,19,18/02/2020,0.56,18,"44.49011,11.32821"
28275031,"Casa Bologna. Confortevole,accogliente,bella.",Santo Stefano,Entire home/apt,40,2,42,02/12/2019,1.37,223,"44.49465,11.3526"
28328002,Apartment Tippa,Porto - Saragozza,Entire home/apt,68,6,19,08/06/2019,0.58,151,"44.49962,11.34368"
28335780,ANDREA LUXURY APARTMENTS  Strada Maggiore Studio 2,Santo Stefano,Entire home/apt,76,1,8,11/10/2018,4.36,4,"44.49145,11.3547"
28409416,SOGGIORNO A BOLOGNA - CASA  ARDY,Porto - Saragozza,Entire home/apt,75,2,95,07/07/2019,2.78,133,"44.49488,11.33979"
